Gene	HC11	HC12	HC13	HC14	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82
SFTPA2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SFTPA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUTM2B	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NUTM2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFTPD	2	5	1	5	1	1	2	0	3	1	1	2	0	1	4	1
TMEM254	38	38	4	20	30	17	42	18	24	29	28	32	15	13	43	44
PLAC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA11	139	126	98	195	364	232	212	214	157	303	345	407	46	377	205	74
AL359195.1	0	0	0	0	0	0	0	0	2	0	0	0	0	4	1	0
MAT1A	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DYDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYDC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM213A	13	14	6	11	21	3	8	9	4	6	3	226	2	3	4	6
TSPAN14	185	179	69	241	337	174	220	331	194	464	389	341	152	376	221	339
SH2D4B	0	0	4	0	0	1	0	0	0	0	1	0	0	0	1	0
NRG3	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0
GHITM	133	108	58	126	350	157	261	319	127	324	216	325	75	218	210	145
C10orf99	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDHR1	0	0	0	2	0	2	0	2	3	0	4	1	0	1	0	0
LRIT2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LRIT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCSER2	25	38	4	40	68	28	54	56	15	35	70	46	33	23	7	48
GRID1	0	0	0	6	7	4	3	2	0	1	1	1	0	1	0	0
WAPAL	27	33	24	61	94	70	118	119	52	146	141	180	29	109	91	32
OPN4	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
LDB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMPR1A	3	3	0	7	4	3	4	15	2	5	16	23	2	2	0	1
MMRN2	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0
SNCG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIRF	0	0	0	0	0	0	4	2	0	1	1	1	0	1	0	2
FAM25A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUD1	54	24	14	85	124	42	83	185	65	128	95	155	13	65	54	66
FAM35A	106	128	16	53	36	43	96	126	32	85	80	63	34	50	38	97
NUTM2A	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NUTM2D	0	0	2	0	0	0	0	1	0	0	0	4	0	1	1	0
MINPP1	27	20	3	2	7	5	12	16	4	8	10	20	35	9	6	12
PAPSS2	6	3	0	16	10	8	5	9	8	6	7	35	0	6	3	1
ATAD1	43	38	7	56	61	55	101	134	52	91	140	130	11	53	49	63
KLLN	0	0	0	0	0	1	0	5	0	0	0	2	0	0	0	2
PTEN	127	116	83	261	459	414	311	511	267	536	487	682	45	345	135	183
RNLS	0	0	3	1	3	1	2	1	1	3	2	1	0	3	1	1
LIPJ	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD22	0	2	1	2	77	35	2	76	0	4	27	19	0	9	25	4
STAMBPL1	22	9	7	22	6	17	32	23	5	24	32	40	9	4	10	15
ACTA2	15	10	2	13	15	11	41	5	28	11	40	11	13	5	15	30
FAS	7	12	4	11	57	38	51	76	21	35	69	36	8	40	36	56
CH25H	0	0	0	0	8	12	5	11	10	3	6	2	0	0	5	0
LIPA	82	27	119	103	254	145	136	231	123	401	205	121	73	108	204	108
IFIT2	6	3	4	11	261	431	11	55	0	8	1387	234	3	28	9	11
IFIT3	1	16	16	31	747	845	18	223	3	28	774	286	6	101	14	8
IFIT1B	4	0	0	0	0	0	0	0	0	2	0	0	0	26	9	0
IFIT1	5	7	2	3	169	108	12	57	2	2	174	11	2	6	6	1
IFIT5	13	7	1	31	100	88	24	65	4	13	145	12	5	16	6	19
SLC16A12	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0
PANK1	0	0	0	0	3	0	1	5	0	2	2	0	0	0	0	0
KIF20B	0	4	0	0	5	7	9	0	1	3	0	4	0	1	2	0
HTR7	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
RPP30	12	8	12	19	40	18	33	24	12	37	48	33	1	13	17	13
ANKRD1	0	2	17	2	3	5	0	0	0	3	1	71	0	0	0	0
PCGF5	39	49	8	38	92	64	62	96	17	72	78	68	15	40	23	49
HECTD2	1	0	0	3	5	0	0	3	0	0	0	2	0	0	0	0
PPP1R3C	0	0	0	0	1	0	0	1	0	0	0	342	0	0	0	0
TNKS2	6	3	16	58	237	80	10	85	12	71	106	51	3	25	20	10
FGFBP3	7	9	20	14	23	3	8	2	9	1	9	19	4	4	0	7
BTAF1	3	2	8	21	42	33	17	23	14	52	28	41	0	17	17	7
CPEB3	43	31	4	29	31	28	50	53	36	45	58	48	14	44	27	50
5-Mar	24	23	14	88	114	50	74	107	55	108	101	254	6	67	46	21
IDE	21	32	1	15	33	30	32	59	17	60	29	42	9	31	50	25
KIF11	0	1	0	6	0	4	5	6	6	19	3	6	4	5	48	11
HHEX	47	21	14	29	21	5	20	21	11	55	15	77	13	30	33	10
EXOC6	15	9	11	29	37	47	26	64	17	69	42	61	27	55	45	8
CYP26A1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
MYOF	2	1	5	6	61	26	5	22	2	17	21	8	2	11	4	2
CEP55	1	0	0	0	1	0	24	9	5	6	4	0	0	14	23	2
FFAR4	0	0	5	0	3	0	4	0	0	0	1	2	0	0	0	8
RBP4	0	0	0	0	1	1	1	1	21	16	1	2108	0	2	0	3
PDE6C	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0
FRA10AC1	12	36	5	23	11	22	54	21	12	37	24	23	7	18	14	14
LGI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35G1	1	1	1	0	3	1	3	3	1	2	6	16	0	16	6	2
PLCE1	1	0	9	3	5	6	1	5	0	3	7	36	1	0	0	4
NOC3L	12	4	0	6	12	18	20	19	3	9	27	30	10	7	4	9
TBC1D12	1	0	0	2	9	8	2	11	3	10	0	28	6	2	0	6
HELLS	10	8	4	16	35	35	92	58	14	52	48	128	25	38	98	128
CYP2C18	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0
CYP2C19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP2C9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CYP2C8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
C10orf129	0	0	6	0	0	0	0	0	0	0	0	1	0	0	8	0
PDLIM1	28	29	38	54	59	47	120	129	69	96	82	357	19	43	45	16
SORBS1	0	0	0	0	1	0	2	1	0	0	0	58	0	0	0	0
ALDH18A1	14	20	12	14	6	20	88	50	15	28	49	385	0	15	34	23
TCTN3	12	7	3	14	22	11	32	15	6	14	27	23	5	9	9	8
ENTPD1	32	42	46	78	164	77	146	154	72	181	97	175	20	144	155	62
RP11-248J23.7	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
C10orf131	0	0	1	2	3	2	0	1	0	2	0	0	0	0	0	0
RP11-248J23.6	0	0	2	2	5	10	1	0	0	5	1	3	0	4	4	1
CC2D2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-690P14.4	2	3	0	3	5	2	0	11	0	5	5	5	0	2	0	6
CCNJ	5	3	9	28	77	35	22	20	17	34	42	27	4	32	11	16
BLNK	10	9	6	14	21	17	28	23	9	26	22	38	12	6	5	2
DNTT	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
OPALIN	0	0	5	0	0	0	1	0	0	0	0	1	0	0	0	0
TLL2	0	3	1	3	6	1	2	13	2	6	4	2	33	10	19	12
TM9SF3	232	179	161	293	445	341	838	672	437	816	598	1319	149	511	392	488
PIK3AP1	55	34	42	129	301	247	143	256	78	238	259	265	19	168	106	91
LCOR	52	77	13	75	221	110	134	118	56	121	150	120	16	112	89	52
C10orf12	0	1	0	1	5	0	2	3	1	1	2	5	2	0	3	1
ARHGAP19-SLIT1	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0
SLIT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP19	14	14	11	37	29	46	75	79	40	69	60	59	2	96	112	22
FRAT1	106	89	53	109	108	30	80	134	102	196	93	161	51	254	116	86
FRAT2	124	85	115	154	232	70	181	172	160	461	121	300	146	386	267	133
RRP12	22	16	3	18	123	36	73	91	59	145	64	125	34	61	46	73
PGAM1	11	9	10	30	32	19	38	49	31	94	67	227	5	56	45	15
EXOSC1	7	4	12	27	55	24	31	28	38	53	62	41	5	32	22	3
ZDHHC16	9	4	6	17	28	11	31	32	15	53	30	58	14	19	16	15
MMS19	1053	879	117	94	188	234	831	375	397	670	583	651	482	250	441	577
UBTD1	20	10	17	33	34	36	63	122	138	468	118	288	22	189	281	65
ANKRD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOGA1	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
PI4K2A	15	25	31	42	84	53	51	66	36	71	76	58	10	14	2	23
C10orf62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORN4	0	1	1	3	3	1	2	3	1	1	3	30	3	0	0	1
AVPI1	2	1	1	8	21	2	5	8	0	4	4	4	1	1	1	0
MARVELD1	37	23	35	33	46	12	39	30	82	60	25	34	25	42	44	17
ZFYVE27	25	31	14	33	115	50	64	76	36	70	77	73	14	39	22	13
SFRP5	0	0	0	0	0	0	0	0	0	0	1	7	1	0	0	0
GOLGA7B	13	9	1	5	6	7	2	9	5	7	12	11	0	0	0	11
CRTAC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R3HCC1L	4	7	15	48	50	18	53	50	41	64	41	41	6	25	23	31
LOXL4	0	0	0	1	0	2	0	0	0	0	0	53	0	0	0	0
PYROXD2	6	0	1	12	29	5	3	2	3	4	14	4	1	0	0	0
HPS1	65	64	56	97	204	103	123	125	60	233	158	127	27	121	98	71
HPSE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNNM1	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0
GOT1	31	17	15	23	18	17	43	49	30	57	55	313	2	26	18	16
NKX2-3	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0
SLC25A28	186	143	22	93	120	115	177	130	60	98	90	61	23	104	82	63
ENTPD7	2	0	8	0	7	2	4	7	2	15	7	29	0	9	10	3
CUTC	25	21	5	16	36	18	46	31	10	31	40	12	4	28	16	6
COX15	21	24	24	46	96	57	77	79	47	159	108	91	6	81	55	13
ABCC2	0	0	0	1	0	0	2	3	0	1	0	1	0	0	0	0
DNMBP	39	32	7	20	11	12	26	18	22	33	12	21	14	30	39	8
CPN1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ERLIN1	13	6	12	31	28	13	38	70	56	110	43	119	28	295	283	13
CHUK	14	29	47	113	113	95	86	161	113	217	173	352	21	149	124	75
CWF19L1	14	13	5	20	27	9	30	42	14	29	21	28	18	28	37	33
BLOC1S2	504	214	161	240	387	251	800	486	228	592	316	582	366	438	502	676
PKD2L1	2	1	1	0	1	7	2	4	2	4	2	4	0	2	2	2
SCD	13	15	4	18	17	4	44	30	9	51	48	3566	49	98	188	17
WNT8B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC31B	79	122	15	80	70	66	201	98	115	237	253	221	73	96	109	102
NDUFB8	399	375	232	256	586	196	855	388	465	756	507	1012	230	532	534	589
HIF1AN	125	95	118	175	147	132	263	196	163	333	366	592	62	153	141	117
PAX2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM178A	38	30	0	27	34	17	42	56	36	63	60	33	28	33	50	46
MRPL43	56	33	41	60	96	51	99	95	26	125	110	152	5	39	38	43
SEMA4G	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0
C10orf2	5	12	6	3	4	14	13	12	2	5	24	11	0	4	8	4
LZTS2	0	2	0	0	7	2	2	4	2	3	4	11	0	3	0	1
PDZD7	0	0	6	0	2	1	0	1	0	0	0	0	0	0	1	0
SFXN3	21	42	45	78	159	68	178	124	219	340	241	188	0	88	36	30
KAZALD1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
TLX1NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LBX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTRC	5	2	26	26	35	29	39	30	39	37	74	70	2	17	9	8
DPCD	3	1	2	1	2	4	13	1	10	17	0	63	1	3	1	16
POLL	45	22	29	35	28	23	56	50	39	92	68	92	11	22	45	14
FBXW4	70	63	40	93	200	81	107	98	93	168	284	139	3	45	41	34
FGF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPM3	13	9	94	71	70	47	90	100	50	148	61	328	3	32	31	14
MGEA5	441	486	169	601	883	775	967	887	525	935	1156	1078	188	612	434	409
KCNIP2	1	0	0	0	1	2	2	0	0	1	0	0	0	0	0	0
C10orf76	85	63	22	39	57	39	132	92	38	76	82	46	38	41	56	86
HPS6	63	39	86	100	65	47	39	71	47	138	111	89	31	47	28	24
LDB1	9	5	5	34	92	50	21	15	7	22	17	13	0	18	12	19
PPRC1	7	4	15	19	52	27	37	20	16	23	15	28	10	6	18	10
NOLC1	41	35	20	88	100	92	130	128	48	100	109	142	9	64	40	49
ELOVL3	1	0	3	0	1	1	2	1	0	1	5	1	0	6	7	1
PITX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBF1	8	8	11	29	121	23	20	41	59	87	89	136	2	28	15	14
NFKB2	2	6	2	4	151	54	13	9	3	11	18	42	4	2	6	11
PSD	3	0	0	1	1	13	6	5	1	2	4	2	0	2	0	0
FBXL15	142	64	26	32	57	45	60	50	27	77	64	69	36	36	55	49
CUEDC2	23	21	4	12	33	18	31	18	7	22	15	27	23	17	28	23
C10orf95	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TMEM180	1	4	9	9	33	7	15	29	4	25	16	16	0	20	15	24
ACTR1A	37	37	17	44	83	48	114	47	79	101	55	109	24	62	41	52
SUFU	9	9	11	33	33	18	37	39	20	61	38	67	4	31	18	32
TRIM8	102	72	91	113	251	108	165	179	128	275	141	154	48	171	126	140
ARL3	2	4	15	19	30	5	33	13	22	49	18	31	1	9	3	1
SFXN2	12	10	5	12	8	15	21	14	12	14	19	18	6	5	3	12
WBP1L	210	127	80	121	119	64	161	91	142	211	192	192	52	70	55	85
CYP17A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf32	42	36	29	103	96	60	61	105	64	128	94	153	24	47	33	44
C10orf32-ASMT	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0	0
AS3MT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNNM2	22	14	12	21	21	13	20	13	10	17	9	34	20	12	24	9
NT5C2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RPEL1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
INA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PCGF6	1	5	1	5	6	3	7	3	1	5	4	3	0	3	6	4
TAF5	3	1	0	3	4	1	0	0	1	2	7	11	0	1	0	2
USMG5	6	4	16	20	58	23	32	19	10	35	24	41	4	21	30	15
PDCD11	23	28	21	35	31	10	54	30	32	63	55	49	8	14	29	20
CALHM2	13	14	12	46	49	17	21	28	17	31	79	11	8	15	16	43
CALHM1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
CALHM3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
NEURL1	11	20	4	10	13	7	8	9	4	13	6	10	2	4	6	22
SH3PXD2A	14	13	9	27	39	30	36	18	9	19	15	76	3	11	6	6
OBFC1	24	21	7	8	9	10	27	13	12	33	21	48	7	17	13	14
SLK	59	56	8	97	58	71	152	153	80	288	176	178	29	173	209	94
COL17A1	0	0	2	0	1	0	3	1	0	18	0	16	8	105	270	0
SFR1	1	3	0	10	17	11	1	12	1	5	6	10	0	6	1	3
WDR96	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GSTO1	496	359	187	247	419	269	908	469	551	1237	559	1038	177	631	668	517
GSTO2	0	3	1	4	3	7	3	9	4	9	8	30	0	5	1	12
ITPRIP	66	36	28	58	135	91	97	76	63	71	112	258	77	116	89	130
CCDC147	0	1	0	0	0	1	0	1	0	2	0	3	0	0	0	9
SORCS3	0	0	4	4	3	3	4	4	1	1	1	2	0	4	0	0
SORCS1	0	0	1	0	1	0	0	0	0	0	1	1	2	2	0	0
XPNPEP1	25	28	17	65	137	75	102	103	63	99	113	131	11	71	54	36
RP11-451M19.3	0	0	6	1	8	3	1	2	1	0	0	0	0	7	1	0
ADD3	71	102	16	162	265	220	194	211	109	153	310	176	54	154	88	80
MXI1	54	16	17	107	57	89	69	93	19	81	70	163	29	163	75	50
SMNDC1	13	21	19	83	84	108	96	111	60	107	121	113	10	71	62	42
DUSP5	42	40	20	26	74	116	301	95	16	43	81	201	28	14	28	183
SMC3	6	1	1	27	27	32	22	49	10	31	62	21	7	33	42	22
RBM20	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCD4	89	82	64	69	102	91	111	97	39	86	87	150	13	35	39	53
BBIP1	18	7	3	17	40	11	20	15	14	27	12	28	1	18	22	9
SHOC2	16	9	7	33	38	52	37	76	32	65	61	61	23	57	26	12
ADRA2A	1	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0
GPAM	9	12	8	9	4	8	15	10	6	4	11	26	6	6	3	2
TECTB	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL5	46	19	15	36	103	57	79	63	29	75	121	76	19	32	36	43
ZDHHC6	11	28	4	29	38	29	58	48	44	59	47	42	10	30	34	8
VTI1A	24	13	18	33	66	36	67	38	43	103	53	122	2	49	26	34
TCF7L2	47	46	21	46	216	188	45	107	24	69	127	128	9	27	11	54
HABP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP7	14	16	18	32	59	55	67	88	21	29	67	27	4	22	27	101
PLEKHS1	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0
DCLRE1A	2	2	1	3	4	4	3	3	1	1	9	3	2	4	3	8
NHLRC2	3	0	4	2	3	6	2	4	7	3	10	3	4	11	11	6
AL162407.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB1	2	0	1	1	0	0	4	2	0	0	8	0	0	0	0	0
C10orf118	20	53	11	70	114	129	76	119	69	116	141	128	33	102	84	39
TDRD1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFAP1L2	0	0	1	0	0	3	1	0	2	0	0	0	0	0	0	2
ABLIM1	32	56	101	244	154	142	180	140	44	264	201	400	0	20	10	23
FAM160B1	33	18	12	56	98	80	76	43	38	68	58	62	5	75	48	25
TRUB1	24	16	12	38	34	27	59	52	23	32	59	131	6	18	12	51
ATRNL1	0	0	1	1	0	0	0	0	0	0	3	11	0	0	1	0
GFRA1	6	2	8	2	0	1	4	1	0	5	1	29	9	6	6	5
CCDC172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNLIPRP3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
PNLIP	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PNLIPRP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPA12A	3	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0
ENO4	0	0	0	0	0	0	2	0	3	2	0	0	0	0	0	0
KIAA1598	12	14	16	24	46	48	57	121	72	148	33	75	1	61	53	32
VAX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC18A2	0	0	0	1	17	2	2	7	0	0	2	1	0	4	5	0
PDZD8	21	5	4	26	23	22	40	38	22	80	39	71	4	87	153	33
EMX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB11FIP2	4	7	3	33	49	19	38	46	9	24	25	15	1	46	33	7
FAM204A	48	41	33	112	82	86	129	132	105	181	133	146	39	80	40	49
PRLHR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACUL1	121	137	47	334	209	232	256	296	253	444	370	777	111	211	190	198
NANOS1	26	25	4	37	73	46	39	36	17	37	34	116	11	30	14	23
EIF3A	26	28	10	58	75	44	85	114	36	109	100	111	20	77	72	37
FAM45A	11	21	10	55	21	53	35	41	14	63	51	46	7	37	13	15
SFXN4	47	49	41	62	38	33	173	97	86	100	60	225	58	81	77	131
PRDX3	18	12	32	77	206	133	95	184	62	163	153	219	8	112	123	104
GRK5	36	18	21	39	42	23	35	52	35	69	78	81	10	33	19	34
RGS10	139	98	140	231	391	241	357	265	166	258	253	147	47	141	79	171
TIAL1	77	102	21	80	78	104	199	121	58	130	112	149	37	88	106	84
BAG3	13	6	13	33	36	24	38	28	12	39	46	61	12	17	7	14
INPP5F	3	4	1	12	12	14	18	7	6	20	11	4	3	9	16	4
MCMBP	23	20	9	19	55	34	46	41	19	53	52	34	32	28	36	26
SEC23IP	15	9	12	33	30	24	35	59	22	34	53	40	3	24	17	24
PPAPDC1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR11	13	23	24	70	82	67	63	80	28	118	112	38	8	65	96	38
FGFR2	1	2	0	4	1	0	0	0	0	0	1	0	0	0	0	0
ATE1	7	13	12	18	26	25	9	51	7	17	24	12	2	5	12	11
NSMCE4A	37	27	25	75	83	40	100	79	55	88	120	99	4	27	53	15
TACC2	0	0	3	0	0	0	0	1	0	0	0	39	0	0	0	0
BTBD16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHA1	21	18	10	56	88	71	26	55	12	41	84	48	6	15	5	15
ARMS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTRA1	4	2	0	3	1	1	18	10	89	37	4	16	18	14	34	2
DMBT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUZD1	1	1	1	3	0	2	2	3	0	3	0	0	0	0	0	0
FAM24B	9	12	14	16	24	12	23	25	16	21	28	13	0	8	9	8
FAM24A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf88	2	16	1	8	4	5	8	1	1	6	9	2	2	6	3	1
PSTK	0	0	1	3	8	5	0	1	0	0	2	1	0	0	0	0
IKZF5	26	14	3	23	50	47	25	49	20	18	30	21	9	10	8	9
ACADSB	37	28	26	49	29	40	67	54	38	80	87	121	26	11	22	27
HMX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BUB3	248	164	26	232	172	184	395	376	141	360	420	347	77	193	282	314
GPR26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CPXM2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CHST15	127	145	47	86	136	111	284	211	226	501	222	498	76	204	118	193
OAT	14	16	31	54	75	102	73	155	28	151	63	111	16	105	71	74
NKX1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHPP	30	27	12	11	35	18	31	12	11	17	12	32	10	15	13	3
RP11-12J10.3	0	1	0	1	0	7	0	0	0	2	5	18	0	1	0	0
FAM53B	56	51	69	127	462	145	94	160	69	309	430	191	32	78	23	46
METTL10	28	23	31	34	59	37	70	49	24	48	53	36	23	31	26	51
FAM175B	9	13	3	17	20	11	17	18	14	22	23	39	1	15	3	10
ZRANB1	20	23	2	29	57	28	50	17	16	22	29	57	12	41	31	19
CTBP2	58	85	36	103	105	118	134	175	80	175	153	227	47	108	73	47
TEX36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDRF1	6	8	0	30	14	20	17	28	8	11	33	20	8	15	15	24
MMP21	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
UROS	85	40	6	18	33	29	58	23	17	30	30	21	7	50	31	24
BCCIP	2	2	0	10	28	14	21	17	4	18	20	17	6	6	6	9
DHX32	0	0	0	1	0	0	0	1	0	6	1	3	0	1	0	0
FANK1	0	1	1	0	2	2	3	1	1	6	4	2	0	2	0	0
ADAM12	0	1	2	0	0	14	1	2	3	8	0	12	0	1	0	0
C10orf90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOCK1	0	0	0	0	1	0	0	3	0	0	2	0	0	0	0	0
FAM196A	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0
NPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXI2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CLRN3	0	0	0	0	0	0	0	0	0	2	0	270	0	0	0	0
PTPRE	92	139	66	222	707	363	408	579	218	659	265	466	101	282	208	296
MKI67	4	2	2	8	14	12	161	84	52	107	30	93	0	113	181	96
MGMT	73	37	29	32	44	30	80	50	30	88	110	54	40	54	87	33
EBF3	0	0	2	0	0	0	2	7	0	0	2	0	0	0	0	0
GLRX3	17	14	16	32	83	19	87	62	34	76	50	69	12	19	29	23
TCERG1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL450307.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP2R2D	17	14	16	33	56	37	45	43	35	50	58	63	0	30	10	11
BNIP3	20	5	2	12	17	6	20	10	12	13	23	552	0	15	6	12
JAKMIP3	1	0	0	0	4	0	1	1	0	0	0	2	0	0	0	0
DPYSL4	0	0	0	3	0	2	4	0	2	1	2	0	0	0	0	0
STK32C	30	11	58	49	85	23	31	31	51	96	59	52	14	42	48	43
LRRC27	23	11	9	26	11	6	23	15	13	38	19	8	2	12	2	16
PWWP2B	68	41	1	26	68	44	46	48	30	41	41	27	23	53	22	24
C10orf91	0	0	0	0	2	1	0	2	0	0	0	1	0	0	0	0
INPP5A	375	335	125	167	114	149	516	285	234	390	246	1246	196	397	228	301
NKX6-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR123	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
KNDC1	12	7	0	2	0	0	0	0	0	0	1	1	2	0	0	3
UTF1	2	0	0	1	0	0	5	2	0	2	0	0	0	0	0	1
VENTX	103	47	11	25	32	15	167	48	66	94	13	41	67	52	58	95
ADAM8	395	320	378	540	1707	740	1320	881	524	809	1299	2376	166	576	454	674
TUBGCP2	165	165	46	111	63	111	245	187	184	334	223	199	133	174	161	212
ZNF511	44	8	31	56	152	30	73	64	52	131	99	75	12	42	25	22
CALY	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
